RF_DOC_ID,RF_DOC_CD,RFED_ACTG_LN_NO,ACTG_LN_DSCR
2153,CT,1,"Box Meter HDPE Rectangular AMR/AMI Single 1-1/2in "
2154,DO,1,BOX TOOL W/TOTE TRAY 20 X 8-1/2 X 9-1/2
2155,PO,1,BOX TOOL W/TOTE TRAY 20 X 8-1/2 X 9-1/2
2156,PO,1,Box Voids and Void Concrete Forms (Including Chemi
2157,DO,1,BOX WATER METER HIGH DENSITY POLYETHYLENE FOR DUAL
2158,PO,1,BOX WATER METER HIGH DENSITY POLYETHYLENE FOR DUAL
2159,DO,1,BOX WATER METER HIGH DENSITY POLYETHYTLENE FOR SIN
2160,PO,1,BOX WATER METER HIGH DENSITY POLYETHYTLENE FOR SIN
2161,PO,1,BOXES AND PARTS HANDY (ELECTRICAL USE) GALVANIZE
2162,PO,1,BOXES BELL OUTLET
2163,PO,1,BOXES BUSINESS CARD (CALLING CARD)
2164,CT,1,BOXES CARDBOARD CORRUGATED
2165,DO,1,BOXES CARDBOARD CORRUGATED
2166,PO,1,BOXES CARDBOARD CORRUGATED
2167,PO,1,BOXES CARDBOARD CORRUGATED MAILING/SHIPPING HE
2168,CT,1,BOXES CARDBOARD SHIPPING (AND/OR STORAGE) FOAM P
2169,PO,1,BOXES CARDBOARD SHIPPING (AND/OR STORAGE) FOAM P
2170,PO,1,BOXES CIRCUIT BREAKER
2171,PO,1,BOXES CONDUIT ALUMINUM
2172,PO,1,BOXES CONDUIT AND JUNCTION PVC
2173,PO,1,BOXES CONDULET ALUMINUM
2174,PO,1,BOXES FAST FOOD
2175,PO,1,BOXES JUNCTION ALUMINUM WEATHERPROOF
2176,PO,1,BOXES JUNCTION STEEL
2177,PO,1,BOXES OUTLET GANG FOR RIGID EMT OR FLEXIBLE MET
2178,DOM,1,BOXES OUTLET OCTAGON FOR NON-METALLIC CABLE WITH
2179,PO,1,BOXES OUTLET OCTAGON FOR NON-METALLIC CABLE WITH
2180,PO,1,BOXES OUTLET UTILITY FOR RIGID EMT OR FLEXIBLE
2181,PO,1,BOXES PERSONAL FILE PLASTIC
2182,PO,1,BOXES RACEWAY DEVICE SURFACE MOUNT
2183,PO,1,BOXES RECYCLING CONTAINER PLASTIC
2184,PO,1,BOXES RELAY
2185,CT,1,Boxes Shoring (For Construction Worker Protection
2186,PO,1,Boxes Shoring (For Construction Worker Protection
2187,DO,1,BOXES SWITCH GANGABLE 3 IN. X 2 IN. SQUARE COR
2188,DOM,1,BOXES SWITCH GANGABLE 3 IN. X 2 IN. SQUARE COR
2189,CTM,1,BOXES SWITCH GANGABLE 3 IN. X 2 IN. X 2-1/4 IN.
2190,DOM,1,BOXES SWITCH GANGABLE 3 IN. X 2 IN. X 2-1/4 IN.
2191,PO,1,BOXES SWITCH SOLID GANG RIGID CONDUIT GALVANIZ
2192,CTM,1,BOXES SWITCH THRU-WALL FOR RIGID EMT OR FLEXIBL
2193,DO,1,BOXES SWITCH THRU-WALL FOR RIGID EMT OR FLEXIBL
2194,DOM,1,BOXES SWITCH THRU-WALL FOR RIGID EMT OR FLEXIBL
2195,PO,1,BOXES SWITCH THRU-WALL FOR RIGID EMT OR FLEXIBL
2196,PO,1,BOXES TERMINAL SWITCH AND/OR RECEPTACLE
2197,PO,1,BOXES TOTE
2198,PO,1,BOXES TRANSFER STORAGE CORRUGATED FIBERBOARD
2199,PO,1,BOXES UTILITY GUTTER
2200,PO,1,Boxing and Wrestling Equipment: Gloves Platforms
2201,DO,1,BRACES AND BRACKETS STRUCTURAL
2202,DOM,1,BRACES AND BRACKETS STRUCTURAL
2203,PO,1,BRACES AND BRACKETS STRUCTURAL
2204,CTM,1,BRACES CROSS ARM
2205,DO,1,BRACES CROSS ARM
2206,DOM,1,BRACES CROSS ARM
2207,PO,1,BRACES CROSS ARM
2208,PO,1,BRACES WRIST FLESH COLOR
2209,PO,1,Braces: Monitor PC's CRT's Desk Top Printers e
2210,PO,1,"Braces: Monitor PC's CRT's Desk Top Printers etc. "
2211,DO,1,BRACKET FIRE EXTINGUISHER VEHICLE MOUNT 2-1/2 16
2212,DOM,1,BRACKET FIRE EXTINGUISHER VEHICLE MOUNT 5 LB
2213,DO,1,BRACKET FIRE EXTINGUISHER VEHICLE MOUNT HEAVY DUTY
2214,DOM,1,BRACKET FIRE EXTINGUISHER VEHICLE MOUNT HEAVY DUTY
2215,PO,1,BRACKET MOUNT/DISCON 3-PHASE RISER POLE
2216,CT,1,BRACKETS
2217,DO,1,BRACKETS
2218,PO,1,BRACKETS
2219,PO,1,BRACKETS ALL KINDS (NOT OTHERWISE LISTED)
2220,PO,1,BRACKETS AND BRACKET PARTS TRAFFIC SIGNAL
2221,PO,1,Brackets and Holders Sign
2222,PO,1,BRACKETS AND MOUNTING ASSEMBLIES TRAFFIC SIGNAL
2223,PO,1,BRACKETS AND SUPPORTS MAILBOX
2224,PO,1,Brackets Clamps and Holders for Fire Fighting Equ
2225,PO,1,BRACKETS FIRE FIGHTING EQUIPMENT
2226,PO,1,BRACKETS MOUNTING LIGHTING FIXTURE
2227,PO,1,BRACKETS MOUNTING WORKSURFACE STEEL MOUNTS STR
2228,CTM,1,BRACKETS POLE LINE
2229,DO,1,BRACKETS POLE LINE
2230,DOM,1,BRACKETS POLE LINE
2231,PO,1,BRACKETS POLE LINE
2232,PO,1,BRACKETS SHELF ALUMINUM
2233,CT,1,BRACKETS SIGN MOUNT
2234,PO,1,BRACKETS STREET SIGN
2235,PO,1,BRACKETS WIRING
2236,CTM,1,BRAID TINNED COPPER FOR RUBBER INSULATED CABLE
2237,PO,1,BRAID TINNED COPPER FOR RUBBER INSULATED CABLE
2238,PO,1,Braille Watches and Clocks
2239,PO,1,Brake Adjusters
2240,PO,1,Brake Fluid Hydraulic
2241,PO,1,Brake Maintenance and Repair
2242,PO,1,Brake Parts/Linings
2243,PO,1,Brake Systems
2244,CT,1,BRAKES
2245,PO,1,BRAKES
2246,PO,1,Brakes Electric Controller
2247,DO,1,Brakes Repairs and Replacements (Not Electric Co
2248,PO,1,Brakes Repairs and Replacements (Not Electric Co
2249,PO,1,Bread Rolls etc. (Including Brown and Serve Item
2250,PO,1,BREAKER CIRCUIT 120/240 VOLT
2251,PO,1,BREAKER CIRCUIT 3 POLE 240 VOLT
2252,PO,1,BREAKER CIRCUIT DE-ION AB TYPE FB
2253,CT,1,BREAKER CIRCUIT EQ FRAME
2254,PO,1,BREAKER CIRCUIT F FRAME 3 POLE 600 VOLT
2255,PO,1,BREAKER CIRCUIT GROUND FAULT 120 VOLT
2256,PO,1,BREAKER CIRCUIT NF-R FRAME 3 POLE 600 VOLT
2257,PO,1,BREAKER CIRCUIT QO FRAME 120/240 VOLT
2258,PO,1,BREAKER CIRCUIT TYPE HACR
2259,PO,1,BREAKER CIRCUIT TYPE THQC
2260,PO,1,BREAKER CIRCUIT TYPE THQL
2261,CT,1,Breaker/Drill Gasoline Powered
2262,PO,1,Breaker/Drill Gasoline Powered
2263,PO,1,BREAKERS CIRCUIT - AUTOMOTIVE - BRAND LISTED OR E
2264,CTM,1,BREAKERS CIRCUIT (MISCELLANEOUS)
2265,DOM,1,BREAKERS CIRCUIT (MISCELLANEOUS)
2266,PO,1,BREAKERS CIRCUIT (MISCELLANEOUS)
2267,DO,1,BREAKERS CIRCUIT AIR (MISC)
2268,PO,1,BREAKERS CIRCUIT AIR (MISC)
2269,PO,1,Breath Alcohol Testing Instruments and Supplies
2270,PO,1,BREATHER RESCUE DISPOSABLE PROVIDES PROTECTIVE
2271,CT,1,Breathing Equipment for Firemen
2272,DO,1,Breathing Equipment for Firemen
2273,PO,1,Breathing Equipment for Firemen
2274,PO,1,BRICK COMMON SMALL 3 HOLE
2275,CTM,1,Bricks Concrete
2276,DOM,1,Bricks Concrete
2277,PO,1,BRICKS PAVER
2278,PO,1,Bridge Accessories and Parts
2279,PO,1,"BRIDGE SLABS PRECAST CONCRETE. (incl material and "
2280,PO,1,Bridge Timbers and Railroad Ties Treated
2281,CT,1,BRIDGE/RETURN METAL DESK U-SHAPED
2282,CT,1,Bridges Passenger Loading
2283,DO,1,Bridges Passenger Loading
2284,PO,1,Bridges Passenger Loading
2285,PO,1,Brief Cases Brief Bags and Portfolios
2286,CT,1,BROCHURES INFORMATION
2287,PO,1,BROCHURES INFORMATION
2288,PO,1,Broom Brush and Mop Manufacturing Equipment Main
2289,DO,1,BROOM HOUSEHOLD
2290,PO,1,BROOM HOUSEHOLD
2291,PO,1,Broom Manufacturing Machinery and Parts
2292,DO,1,BROOM PUSH SOFT HAIR W/O HANDLE 24 IN
2293,PO,1,BROOM PUSH SOFT HAIR W/O HANDLE 24 IN
2294,DO,1,BROOM PUSH STREET 16 IN WITH HANDLE
2295,PO,1,BROOM PUSH STREET 16 IN WITH HANDLE
2296,PO,1,BROOM TOY 6 X 24 IN
2297,DO,1,BROOM WAREHOUSE
2298,PO,1,BROOM WAREHOUSE
2299,DO,1,BROOM WHISK HD 6 IN
2300,DOM,1,BROOM WHISK HD 6 IN
2301,PO,1,BROOM WHISK HD 6 IN
2302,PO,1,Brooms Brushes and Handles
2303,PO,1,BROOMS CONCRETE FINISHING
2304,PO,1,BROOMS FIBER
2305,PO,1,BRUSH CAR & TRUCK WASH # 26
2306,PO,1,Brush Chipper Cutter and Saw Parts
2307,CT,1,Brush Cutters and Saws Motor Driven
2308,PO,1,Brush Cutters and Saws Motor Driven
2309,PO,1,BRUSH LABORATORY
2310,DO,1,BRUSH PAINT 1 IN
2311,PO,1,BRUSH PAINT 1 IN
2312,DO,1,BRUSH PAINT 1/2 IN
2313,PO,1,BRUSH PAINT 1/2 IN
2314,DO,1,BRUSH PAINT 1-1/2 IN
2315,PO,1,BRUSH PAINT 1-1/2 IN
2316,CT,1,BRUSH PAINT 2 IN
2317,DO,1,BRUSH PAINT 2 IN
2318,PO,1,BRUSH PAINT 2 IN
2319,DO,1,BRUSH PAINT 3 IN
2320,PO,1,BRUSH PAINT 3 IN
2321,DO,1,BRUSH STL WIRE
2322,PO,1,BRUSH STL WIRE
2323,DO,1,BRUSH STL WIRE W/HANDLE
2324,PO,1,BRUSH STL WIRE W/HANDLE
2325,DO,1,BRUSH TOILET BOWL #115
2326,DO,1,BRUSH TOILET BOWL NO.115
2327,PO,1,BRUSH TOILET BOWL NO.115
2328,PO,1,BRUSH WHEEL A-248
2329,PO,1,BRUSHES (NOT OTHERWISE CLASSIFIED)
2330,PO,1,Brushes and Pads Floor Machine Type
2331,PO,1,BRUSHES AUTO/TRUCK WASHING (HAND TYPE)
2332,PO,1,BRUSHES CLEANING
2333,PO,1,BRUSHES DUST
2334,PO,1,BRUSHES GLUE
2335,PO,1,BRUSHES MASONRY
2336,DOM,1,BRUSHES PAINT GENERAL PURPOSE
2337,PO,1,BRUSHES PAINT GENERAL PURPOSE
2338,PO,1,BRUSHES PAINT SASH
2339,PO,1,BRUSHES SCRUB
2340,PO,1,BRUSHES SCRUB ROTARY FOR FLOOR MACHINE
2341,PO,1,BRUSHES WIRE DRILL CUP
2342,PO,1,BRUSHES WIRE HAND
2343,PO,1,Brush-Sponges Scrub Brushes and Dispensers
2344,PO,1,BUBBLE PACKING MATERIAL
2345,DO,1,BUCKET GALV 12 QT
2346,PO,1,BUCKET GALV 12 QT
2347,CT,1,BUCKET MOP W/WRINGER & WHEEL 26 QT
2348,DO,1,BUCKET MOP W/WRINGER & WHEEL 26 QT
2349,PO,1,BUCKET MOP W/WRINGER & WHEEL 26 QT
2350,PO,1,BUCKET PAINT 5 GAL PLASTIC WITH LID
2351,CT,1,Buckets (For Ditchers Draglines Loaders etc.)
2352,PO,1,Buckets (For Ditchers Draglines Loaders etc.)
2353,PO,1,BUCKETS AERIAL DEVICE FIBERGLASS
2354,PO,1,BUCKETS INCLUDING LIDS
2355,PO,1,BUCKETS MOPPING PLASTIC
2356,PO,1,BUCKETS TOOL AERIAL TYPE
2357,PO,1,BUCKETS UTILITY PLASTIC
2358,PO,1,BUCKETS WATER PLASTIC
2359,PO,1,Buckles Belt and Clothing
2360,PO,1,BUFFER SOL. PH 10.00 +/- 0.02 500ML/CONTAINER EM S
2361,PO,1,BUFFER SOLUTIONS AND ADDITIVES FOR USE WITH CONTI
2362,PO,1,Builders Supplies
2363,CT,1,Building Cables and Wires Single and Multiconduct
2364,CTM,1,Building Cables and Wires Single and Multiconduct
2365,DO,1,Building Cables and Wires Single and Multiconduct
2366,DOM,1,Building Cables and Wires Single and Multiconduct
2367,PO,1,Building Cables and Wires Single and Multiconduct
2368,CT,1,BUILDING CONSTRUCTION (NOT OTHERWISE CLASSIFIED)
2369,PO,1,BUILDING MAINTENANCE AND REPAIR SERVICES
2370,DO,1,BUILDING MANAGEMENT & OPERATIONS SERVICES
2371,PO,1,BUILDING MANAGEMENT & OPERATIONS SERVICES
2372,PO,1,BULBS (LABORATORY GLASSWARE)
2373,CT,1,Bulbs and Seeds
2374,PO,1,Bulbs and Seeds
2375,PO,1,BULBS FLASH BRAND LISTED OR EQUAL
2376,PO,1,BULBS REPLACEMENTS
2377,PO,1,Bullet Traps
2378,PO,1,BUMPERS AND PARTS RUBBER (PLUMBING)
2379,CT,1,BUMPS AND HUMPS SPEED RUBBER RECYCLED
2380,DO,1,BUMPS AND HUMPS SPEED RUBBER RECYCLED
2381,PO,1,BUNKBEDS
2382,DO,1,Buoys and Light Services Including Maintenance and
2383,PO,1,BUOYS MARKER INCL. PARTS AND ACCESSORIES
2384,CT,1,Burglar Alarms
2385,PO,1,Burglar Alarms
2386,PO,1,BURNERS AND PARTS GAS NATURAL
2387,PO,1,Burners Gas and Oil
2388,PO,1,Burners Heat Guns Hot Plates (With or Without St
2389,CT,1,BURNISHER MACHINE FOR FLOORS ULTRA HIGH SPEED
2390,CT,1,Bus Bars Duct and Accessories
2391,CTM,1,Bus Bars Duct and Accessories
2392,DO,1,Bus Bars Duct and Accessories
2393,DOM,1,Bus Bars Duct and Accessories
2394,PO,1,Bus Bars Duct and Accessories
2395,DO,1,BUSHING BRASS 1 X 3/4 IN
2396,PO,1,BUSHING BRASS 1 X 3/4 IN
2397,DO,1,BUSHING BRASS 1/4 X 1/8 IN
2398,PO,1,BUSHING BRASS 1/4 X 1/8 IN
2399,DO,1,BUSHING BRASS 1-1/2 X 1 IN
2400,PO,1,BUSHING BRASS 1-1/2 X 1 IN
2401,DO,1,BUSHING BRASS 1-1/2 X 1-1/4 IN
2402,PO,1,BUSHING BRASS 1-1/2 X 1-1/4 IN
2403,DO,1,BUSHING BRASS 1-1/2 X 3/4 IN
2404,PO,1,BUSHING BRASS 1-1/2 X 3/4 IN
2405,DO,1,BUSHING BRASS 1-1/4 X 1 IN
2406,PO,1,BUSHING BRASS 1-1/4 X 1 IN
2407,DO,1,BUSHING BRASS 2 X 1 IN
2408,PO,1,BUSHING BRASS 2 X 1 IN
2409,DO,1,BUSHING BRASS 2 X 1-1/2 IN
2410,PO,1,BUSHING BRASS 2 X 1-1/2 IN
2411,DO,1,BUSHING BRASS 2 X 1-1/4 IN
2412,DO,1,BUSHING BRASS 2 X 3/4 IN
2413,PO,1,BUSHING BRASS 2 X 3/4 IN
2414,DO,1,BUSHING BRASS 2-1/2 X 1 IN
2415,PO,1,BUSHING BRASS 2-1/2 X 1 IN
2416,DO,1,BUSHING BRASS 2-1/2 X 1-1/2 IN
2417,PO,1,BUSHING BRASS 2-1/2 X 1-1/2 IN
2418,DO,1,BUSHING BRASS 2-1/2 X 2 IN
2419,PO,1,BUSHING BRASS 2-1/2 X 2 IN
2420,DO,1,BUSHING BRASS 3/4 X 1/2 IN
2421,PO,1,BUSHING BRASS 3/4 X 1/2 IN
2422,DO,1,BUSHING BRASS 3/4 X 1/4 IN
2423,PO,1,BUSHING BRASS 3/4 X 1/4 IN
2424,DO,1,BUSHING BRASS 5/8 x 3/4 to 1 INCH ADAPTER X 2 INCH
2425,PO,1,BUSHING BRASS 5/8 x 3/4 to 1 INCH ADAPTER X 2 INCH
2426,DO,1,BUSHING BRASS FOR 3/4 IN WATER METER TO 1 IN SIZE
2427,PO,1,BUSHING BRASS FOR 3/4 IN WATER METER TO 1 IN SIZE
2428,DO,1,BUSHING GALV PIPE 1 X 1/2 IN
2429,PO,1,BUSHING GALV PIPE 1 X 1/2 IN
2430,DO,1,BUSHING GALV PIPE 1 X 3/4 IN
2431,PO,1,BUSHING GALV PIPE 1 X 3/4 IN
2432,DO,1,BUSHING GALV PIPE 1-1/2 X 1 IN
2433,DO,1,BUSHING GALV PIPE 1-1/2 X 3/4 IN
2434,PO,1,BUSHING GALV PIPE 1-1/4 X 1 IN
2435,DO,1,BUSHING GALV PIPE 2 X 1-1/2 IN
2436,DO,1,BUSHING GALV PIPE 3/4 X 1/2 IN
2437,PO,1,BUSHING MECHANICAL COUPLING
2438,DO,1,BUSHING PVC SCH40 1 INCH X 1/2 INCH
2439,PO,1,BUSHING PVC SCH40 1 INCH X 1/2 INCH
2440,DO,1,BUSHING PVC SCH40 1-1/2 INCH X 1 INCH
2441,PO,1,BUSHING PVC SCH40 1-1/2 INCH X 1 INCH
2442,DO,1,BUSHING PVC SCH40 2 INCH X 1-1/2 INCH
2443,PO,1,BUSHING PVC SCH40 2 INCH X 1-1/2 INCH
2444,DO,1,BUSHING PVC SCH40 3/4 INCH X 1 INCH
2445,PO,1,BUSHING PVC SCH40 3/4 INCH X 1 INCH
2446,DO,1,BUSHING PVC SCH40 3/4 INCH X 1/2 INCH
2447,PO,1,BUSHING PVC SCH40 3/4 INCH X 1/2 INCH
2448,PO,1,BUSHING STOCK BRASS
2449,CTM,1,Bushings
2450,PO,1,Bushings
2451,CT,1,Bushings and Related Items
2452,DO,1,Bushings and Related Items
2453,DOM,1,Bushings and Related Items
2454,PO,1,Bushings and Related Items
2455,PO,1,BUSHINGS BRASS HEXAGON REDUCING SCREWED 125 L
2456,PO,1,BUSHINGS BRASS STANDARD
2457,CTM,1,BUSHINGS CIRCUIT BREAKER
2458,DOM,1,BUSHINGS CIRCUIT BREAKER
2459,PO,1,BUSHINGS CIRCUIT BREAKER
2460,PO,1,BUSHINGS CONDUIT MALLEABLE IRON
2461,PO,1,BUSHINGS CONDUIT PLASTIC/PVC
2462,PO,1,BUSHINGS CONDUIT RIGID DIE CAST ALUMINUM
2463,PO,1,BUSHINGS CONDUIT RIGID MALLEABLE IRON INSULATE
2464,CT,1,BUSHINGS CONNECTOR
2465,CTM,1,BUSHINGS CONNECTOR
2466,DO,1,BUSHINGS CONNECTOR
2467,DOM,1,BUSHINGS CONNECTOR
2468,PO,1,BUSHINGS CONNECTOR
2469,DO,1,BUSHINGS FOR RIGID STEEL CONDUIT
2470,DOM,1,BUSHINGS FOR RIGID STEEL CONDUIT
2471,PO,1,BUSHINGS FOR RIGID STEEL CONDUIT
2472,PO,1,BUSHINGS GROUNDING
2473,PO,1,BUSHINGS PVC REDUCER SCH. 40
2474,CT,1,BUSHINGS TRANSFORMER
2475,CTM,1,BUSHINGS TRANSFORMER
2476,DO,1,BUSHINGS TRANSFORMER
2477,DOM,1,BUSHINGS TRANSFORMER
2478,PO,1,BUSHINGS TRANSFORMER
2479,PO,1,Business Cards Printed
2480,PO,1,Business Consulting Small
2481,DO,1,Business Research Services
2482,PO,1,Business Software Misc.: Agenda Labels Mail Lis
2483,DO,1,Business Software Misc.: Agenda Labels Mail Lists
2484,PO,1,Business Software Misc.: Agenda Labels Mail Lists
2485,DO,1,Butane and Propane
2486,PO,1,Butane and Propane
2487,PO,1,BUTANE AND PROPANE
2488,PO,1,Butter
2489,PO,1,Buttons All Kinds
2490,CT,1,Buttons Delineators Reflectors etc. Reflectori
2491,PO,1,Buttons Delineators Reflectors etc. Reflectori
2492,PO,1,BUTTONS METAL LOOP BACK WIRE EYE SHANK 2 PIECE
2493,PO,1,BUZZERS AND PARTS SIGNAL
2494,DO,1,C Battery
2495,PO,1,C Battery
2496,CT,1,C.P.R. Equipment and Supplies (See 345-68 For Mode
2497,DO,1,C002.1 SMART Pads ll Defibrillator Pads. Philips i
2498,DO,1,"C002.2 SMART Pads lll Defibrillator Pads. Philips "
2499,PO,1,"C002.2 SMART Pads lll Defibrillator Pads. Philips "
2500,DO,1,C002.4 Battery Four Year (FRX) Philips item M5070A
2501,DO,1,C002.5 Infant/Child Key (FR3) Philips item 9898031
2502,DO,1,C002.6 Battery Primary (FR3) Philips item 98980315
2503,PO,1,CAB & SHEET METAL
2504,CT,1,Cab Body and Frame Parts For Heavy Equipment
2505,PO,1,Cab Body and Frame Parts For Heavy Equipment
2506,PO,1,Cabinet Box Fan
2507,CT,1,CABINET PARTS TRAFFIC CONTROLLER
2508,DO,1,CABINET PARTS TRAFFIC CONTROLLER
2509,PO,1,CABINET PARTS TRAFFIC CONTROLLER
2510,CT,1,CABINETS & ENCLOSURES
2511,PO,1,Cabinets and Cases Storage (For Slides and Specim
2512,CT,1,Cabinets and Cases: Desktop Cases Tower Cases Dr
2513,DO,1,Cabinets and Cases: Desktop Cases Tower Cases Dr
2514,PO,1,Cabinets and Cases: Desktop Cases Tower Cases Dr
2515,PO,1,CABINETS CONDIMENT HARDBOARD
2516,PO,1,Cabinets Counters Shelves etc. Ready-Made
2517,PO,1,Cabinets Counters Stands Tables etc.
2518,CTM,1,CABINETS ELECTRICAL
2519,CT,1,Cabinets Electrical Service Entrance
2520,CTM,1,Cabinets Electrical Service Entrance
2521,PO,1,Cabinets Electrical Service Entrance
2522,CT,1,CABINETS FILE LATERAL METAL AND ACCESSORIES
2523,PO,1,CABINETS FILE LATERAL METAL AND ACCESSORIES
2524,PO,1,CABINETS FILE VERTICAL LEGAL SIZE METAL AND A
2525,PO,1,CABINETS FILE VERTICAL LETTER SIZE METAL
2526,CT,1,CABINETS FILING FREE STANDING PEDESTALS CONTEMP
2527,PO,1,CABINETS FILING FREE STANDING PEDESTALS CONTEMP
2528,PO,1,Cabinets Instrument and Treatment
2529,PO,1,CABINETS KEY PORTABLE LOCK STEEL
2530,PO,1,CABINETS LATERAL FILING FIXED SHELF W/3 SHELF D
2531,PO,1,CABINETS LATERAL FILING STEEL DRAWERS SOLID FRO
2532,PO,1,CABINETS LATERAL FILING STEEL HEAVY UTILITY APP
2533,CT,1,CABINETS LATERAL FILING STEEL ROLL-OUT SHELVES
2534,PO,1,CABINETS LATERAL FILING STEEL ROLL-OUT SHELVES
2535,PO,1,CABINETS MEDIA STORAGE
2536,CT,1,CABINETS MULTI-PURPOSE FILE STEEL
2537,PO,1,CABINETS MULTI-PURPOSE FILE STEEL
2538,PO,1,Cabinets Safety (For Flammable Liquids etc.)
2539,CT,1,Cabinets Storage Floor and Wall
2540,PO,1,Cabinets Storage Floor and Wall
2541,PO,1,CABINETS STORAGE METAL
2542,CTM,1,CABINETS TERMINAL METER
2543,CT,1,CABINETS TRAFFIC SIGNAL CONTROLLER
2544,DO,1,CABINETS TRAFFIC SIGNAL CONTROLLER
2545,PO,1,CABINETS TRAFFIC SIGNAL CONTROLLER
2546,CT,1,CABINETS WALL UNIT
2547,CT,1,Cabins Storage Buildings etc. (Pre-Engineered in
2548,PO,1,Cabins Storage Buildings etc. (Pre-Engineered in
2549,CTM,1,CABLE ACCESSORIES MISCELLANEOUS
2550,DO,1,CABLE ACCESSORIES MISCELLANEOUS
2551,DOM,1,CABLE ACCESSORIES MISCELLANEOUS
2552,CT,1,Cable Accessories: Clamps Clasps Clips Closures
2553,CTM,1,Cable Accessories: Clamps Clasps Clips Closures
2554,DOM,1,Cable Accessories: Clamps Clasps Clips Closures
2555,PO,1,Cable Accessories: Clamps Clasps Clips Closures
2556,PO,1,CABLE AUDIO
2557,PO,1,CABLE BARE STRD COP TINNED SOFT # 6
2558,CT,1,Cable Camera Siamese Composite Double Braid 75 Ohm
2559,CT,1,CABLE CAT 5 Out Door Rated UV Protected
2560,DO,1,CABLE CAT 5 Out Door Rated UV Protected
2561,PO,1,CABLE CAT 5 Out Door Rated UV Protected
2562,PO,1,CABLE COAXIAL
2563,CTM,1,CABLE COMMUNICATIONS
2564,PO,1,CABLE COMMUNICATIONS
2565,CT,1,CABLE COMMUNICATIONS AUDIO/VIDEO
2566,PO,1,CABLE COMMUNICATIONS FOR AERIAL OR DUCT INSTALLA
2567,PO,1,CABLE COMMUNICATIONS FOR TRAFFIC SIGNAL
2568,PO,1,CABLE COMPUTER
2569,PO,1,CABLE COMPUTER CIRCUIT (GENERAL USE). TO BE UL L
2570,CT,1,CABLE COMPUTER EXTENDED DISTANCE
2571,CT,1,CABLE COMPUTER MISC.
2572,DO,1,CABLE COMPUTER MISC.
2573,PO,1,CABLE COMPUTER MISC.
2574,CT,1,CABLE COMPUTER PATCH PLENUM OR NON-PLENUM 22-26
2575,DO,1,CABLE COMPUTER PATCH PLENUM OR NON-PLENUM 22-26
2576,PO,1,CABLE COMPUTER PATCH PLENUM OR NON-PLENUM 22-26
2577,PO,1,CABLE CONDUCTOR
2578,CT,1,Cable Construction Installation and Maintenance (
2579,DO,1,Cable Construction Installation and Maintenance (
2580,PO,1,Cable Construction Installation and Maintenance (
2581,CT,1,CABLE CONTROL
2582,CTM,1,CABLE CONTROL
2583,DO,1,CABLE CONTROL
2584,DOM,1,CABLE CONTROL
2585,PO,1,CABLE CONTROL
2586,CT,1,CABLE CONTROL TRAY TYPE TC
2587,CTM,1,CABLE CONTROL TRAY TYPE TC
2588,CT,1,CABLE CONTROL TRAY TYPE TC 5C IMSA 20-2
2589,DO,1,CABLE CONTROL TRAY TYPE TC 5C IMSA 20-2
2590,PO,1,CABLE CONTROL TRAY TYPE TC 5C IMSA 20-2
2591,PO,1,CABLE DATA COMMUNICATION ELECTRONIC
2592,CT,1,CABLE DATA PATCH COMMUNICATION
2593,PO,1,CABLE DATA PATCH COMMUNICATION
2594,PO,1,CABLE DRAIN SHIELDED
2595,PO,1,CABLE ELECTRONIC
2596,PO,1,CABLE ETHERNET TRANSCEIVER
2597,PO,1,CABLE EXTENSION TRAILER STARTER AND AUTO LOOM
2598,CT,1,CABLE FIBER OPTIC
2599,DO,1,CABLE FIBER OPTIC
2600,DOM,1,CABLE FIBER OPTIC
2601,PO,1,CABLE FIBER OPTIC
2602,CT,1,CABLE FIBER OPTIC 48 FIBER FLEXLINK SMF-28E
2603,DO,1,CABLE FIBER OPTIC 48 FIBER FLEXLINK SMF-28E
2604,CT,1,CABLE FIBER OPTIC JUMPER
2605,CT,1,CABLE FIBER OPTIC SINGLE MODE
2606,PO,1,CABLE GENERAL TELEPHONE
2607,CTM,1,CABLE GROUNDING COPPER STRANDED
2608,DO,1,CABLE GUY STEEL
2609,DOM,1,CABLE GUY STEEL
2610,PO,1,CABLE GUY STEEL
2611,PO,1,CABLE HIGH VOLTAGE
2612,CTM,1,CABLE INSTRUMENTATION SHIELDED
2613,PO,1,CABLE INSTRUMENTATION SHIELDED
2614,CT,1,CABLE INSULATED
2615,PO,1,CABLE INSULATED
2616,PO,1,CABLE INSULATED STRANDED COPPER PAPER WRAP RUB
2617,PO,1,CABLE MODEM
2618,CT,1,CABLE NETWORK DATA
2619,PO,1,CABLE NETWORK DATA
2620,CT,1,CABLE NETWORK MEDIA
2621,PO,1,CABLE NETWORK MEDIA
2622,CT,1,CABLE NETWORK STRANDED COPPER
2623,CTM,1,CABLE NETWORK STRANDED COPPER
2624,DO,1,CABLE NETWORK STRANDED COPPER
2625,DOM,1,CABLE NETWORK STRANDED COPPER
2626,PO,1,CABLE NETWORK STRANDED COPPER
2627,PO,1,Cable Outdoor Copper Clad CAT5E
2628,PO,1,CABLE PATCH CAT 6 RJ45 MODULAR ENDS NO BOOTS
2629,CTM,1,CABLE POWER CONTROL
2630,DO,1,CABLE POWER CONTROL
2631,PO,1,CABLE POWER CONTROL
2632,CT,1,CABLE POWER COPPER
